index|word_index|ja|hrkt|latn|en|image|sound
4128|2118|彼の才能は<b>羨ましい</b>ほどだね。|かれ の さいのう は <b>うらやましい</b> ほど だ ね。|kare no sainou ha <b>urayamashii</b> hodo da ne.|I almost envy his talent.|sentence_4128.jpeg|sentence_4128.mp3
4129|2119|蝶蝶を<b>捕まえた</b>よ。|ちょうちょう を <b>つかまえた</b> よ。|chouchou wo <b>tsukamaeta</b> yo.|I caught a butterfly.|sentence_4129.jpeg|sentence_4129.mp3
4130|2119|蛇がカエルを<b>捕まえた</b>の。|へび が カエル を <b>つかまえた</b> の。|hebi ga kaeru wo <b>tsukamaeta</b> no.|The snake captured the frog.|sentence_4130.jpeg|sentence_4130.mp3
4131|2120|彼女が結婚したなんて、<b>ちっとも</b>知らなかった。|かのじょ が けっこん した なんて、<b>ちっとも</b> しらなかった。|kanojo ga kekkon shita nante,<b>chittomo</b> shiranakatta.|I didn't know at all that she got married.|sentence_4131.jpeg|sentence_4131.mp3
4132|2121|<b>親指</b>を怪我しました。|<b>おやゆび</b> を けが しました。|<b>oyayubi</b> wo kega shimashita.|I injured my thumb.|sentence_4132.jpeg|sentence_4132.mp3
4133|2122|うっかり目的地を<b>通り過ぎた</b>。|うっかり もくてき ち を <b>とおりすぎた</b>。|ukkari mokuteki chi wo <b>toorisugita</b>.|I inadvertently missed my destination.|sentence_4133.jpeg|sentence_4133.mp3
4134|2123|<b>屋上</b>から富士山が見えました。|<b>おくじょう</b> から ふじさん が みえました。|<b>okujou</b> kara fujisan ga miemashita.|I was able to see Mt. Fuji from the rooftop.|sentence_4134.jpeg|sentence_4134.mp3
4135|2123|<b>屋上</b>にアンテナが立っていますね。|<b>おくじょう</b> に アンテナ が たって います ね。|<b>okujou</b> ni antena ga tatte imasu ne.|The antenna stands on the rooftop.|sentence_4135.jpeg|sentence_4135.mp3
4136|2124|箱に<b>蓋</b>をしたよ。|はこ に <b>ふた</b> を した よ。|hako ni <b>futa</b> wo shita yo.|I shut the lid on the box.|sentence_4136.jpeg|sentence_4136.mp3
4137|2125|<b>いつの間にか</b>夜が明けていたね。|<b>いつ の ま に か</b>  よ が あけて いた ね。|<b>itsu no ma ni ka</b>  yo ga akete ita ne.|The dawn had broken before we realized it.|sentence_4137.jpeg|sentence_4137.mp3
4138|2126|<b>象</b>に乗ってみたいです。|<b>ぞう</b> に のって みたい です。|<b>zou</b> ni notte mitai desu.|I want to ride an elephant.|sentence_4138.jpeg|sentence_4138.mp3
4139|2127|彼はタバコの煙を<b>嫌がる</b>の。|かれ は タバコ の けむり を <b>いやがる</b> の。|kare ha tabako no kemuri wo <b>iyagaru</b> no.|He dislikes cigarette smoke.|sentence_4139.jpeg|sentence_4139.mp3
4140|2128|子供の<b>わがまま</b>を叱ったの。|こども の <b>わがまま</b> を しかった の。|kodomo no <b>wagamama</b> wo shikatta no.|I scolded my kid for being selfish.|sentence_4140.jpeg|sentence_4140.mp3
4141|2129|ゆうべは<b>徹夜</b>しました。|ゆうべ は <b>てつや</b> しました。|yuube ha <b>tetsuya</b> shimashita.|I stayed up all last night.|sentence_4141.jpeg|sentence_4141.mp3
4142|2130|<b>まあまあ</b>、落ち着いてください。|<b>まあ まあ</b>、おちついて ください。|<b>maa maa</b>,ochitsuite kudasai.|Now, now, please calm down.|sentence_4142.jpeg|sentence_4142.mp3
4143|2131|<b>ふざける</b>のは止めて。|<b>ふざける</b> の は やめて。|<b>fuzakeru</b> no ha yamete.|Stop messing around.|sentence_4143.jpeg|sentence_4143.mp3
4144|2132|皆の顔と名前を<b>一度に</b>は覚えられません。|みんな の かお と なまえ を <b>いちど に</b> は おぼえられません。|minna no kao to namae wo <b>ichido ni</b> ha oboeraremasen.|I can't remember everyone's face and name all at once.|sentence_4144.jpeg|sentence_4144.mp3
4145|2133|彼女は<b>頷いて</b>同意を示したの。|かのじょ は <b>うなずいて</b> どうい を しめした の。|kanojo ha <b>unazuite</b> doui wo shimeshita no.|She showed agreement with a nod.|sentence_4145.jpeg|sentence_4145.mp3
4146|2134|<b>改札</b>で3時に会おう。|<b>かいさつ</b> で 3 じ に あおう。|<b>kaisatsu</b> de 3 ji ni aou.|Let's meet at the ticket gate at 3 o'clock.|sentence_4146.jpeg|sentence_4146.mp3
4147|2135|会議の準備に<b>手伝い</b>が必要です。|かいぎ の じゅんび に <b>てつだい</b> が ひつよう です。|kaigi no junbi ni <b>tetsudai</b> ga hitsuyou desu.|We need help with preparation for the meeting.|sentence_4147.jpeg|sentence_4147.mp3
4148|2136|彼なら<b>とっくに</b>帰りましたよ。|かれ なら <b>とっく に</b> かえりました よ。|kare nara <b>tokku ni</b> kaerimashita yo.|He's already gone home.|sentence_4148.jpeg|sentence_4148.mp3
4149|2137|床に<b>洗剤</b>をこぼしてしまいました。|ゆか に <b>せんざい</b> を こぼして しまいました。|yuka ni <b>senzai</b> wo koboshite shimaimashita.|I spilt detergent on the floor.|sentence_4149.jpeg|sentence_4149.mp3
4150|2138|転んで<b>手首</b>を痛めました。|ころんで <b>てくび</b> を いためました。|koronde <b>tekubi</b> wo itamemashita.|I fell down and hurt my wrist.|sentence_4150.jpeg|sentence_4150.mp3
4151|2139|私たちは<b>日帰り</b>で京都に行きました。|わたし たち は <b>ひがえり</b> で きょうと に いきました。|watashi tachi ha <b>higaeri</b> de kyouto ni ikimashita.|We went to Kyoto on a day trip.|sentence_4151.jpeg|sentence_4151.mp3
4152|2140|ホテルの予約を<b>取り消した</b>よ。|ホテル の よやく を <b>とりけした</b> よ。|hoteru no yoyaku wo <b>torikeshita</b> yo.|I canceled our hotel reservation.|sentence_4152.jpeg|sentence_4152.mp3
4153|2141|彼の頑固さには<b>あきれました</b>。|かれ の がんこさ に は <b>あきれました</b>。|kare no gankosa ni ha <b>akiremashita</b>.|I was amazed at his stubbornness.|sentence_4153.jpeg|sentence_4153.mp3
4154|2142|<b>月末</b>までに申込書を送ってください。|<b>げつまつ</b> まで に もうしこみ しょ を おくって ください。|<b>getsumatsu</b> made ni moushikomi sho wo okutte kudasai.|Please send the application form by the end of the month.|sentence_4154.jpeg|sentence_4154.mp3
4155|2143|<b>咳</b>が止まらないので病院に行ってきたの。|<b>せき</b> が とまらない ので びょういん に いって きた の。|<b>seki</b> ga tomaranai node byouin ni itte kita no.|I went to the hospital because my cough didn't stop.|sentence_4155.jpeg|sentence_4155.mp3
4156|2144|途中で<b>あいにく</b>雨が降り出したの。|とちゅう で <b>あいにく</b> あめ が ふり だした の。|tochuu de <b>ainiku</b> ame ga furi dashita no.|Unfortunately, it began to rain on the way.|sentence_4156.jpeg|sentence_4156.mp3
4157|2145|彼に<b>近寄らないで</b>。|かれ に <b>ちかよらない</b> で。|kare ni <b>chikayoranai</b> de.|Don't go near him!|sentence_4157.jpeg|sentence_4157.mp3
4158|2146|その男はロビーをしばらく<b>うろうろ</b>していたよ。|その おとこ は ロビー を しばらく <b>うろうろ</b> して いた よ。|sono otoko ha robi- wo shibaraku <b>urouro</b> shite ita yo.|The man was wandering about the lobby for a while, not really knowing what to do.|sentence_4158.jpeg|sentence_4158.mp3
4159|2147|この鞄は<b>重たい</b>です。|この かばん は <b>おもたい</b> です。|kono kaban ha <b>omotai</b> desu.|This bag is heavy for me.|sentence_4159.jpeg|sentence_4159.mp3
4160|2148|弟は美味しそうにりんごを<b>かじって</b>いたよ。|おとうと は おいしそう に りんご を <b>かじって</b> いた よ。|otouto ha oishisou ni ringo wo <b>kajitte</b> ita yo.|My little brother enjoyed nibbling an apple.|sentence_4160.jpeg|sentence_4160.mp3
4161|2149|会議が<b>長引いて</b>いるようです。|かいぎ が <b>ながびいて</b> いる よう です。|kaigi ga <b>nagabiite</b> iru you desu.|The meeting seems to be dragging on.|sentence_4161.jpeg|sentence_4161.mp3
4162|2150|彼は朝から晩まで<b>せっせと</b>働いたの。|かれ は あさ から ばん まで <b>せっせと</b> はたらいた の。|kare ha asa kara ban made <b>sesseto</b> hataraita no.|He worked hard from morning till night.|sentence_4162.jpeg|sentence_4162.mp3
4163|2151|目の前を猫が<b>横切った</b>んだ。|め の まえ を ねこ が <b>よこぎった</b> ん だ。|me no mae wo neko ga <b>yokogitta</b> n da.|A cat cut across in front of me.|sentence_4163.jpeg|sentence_4163.mp3
4164|2152|シーツを<b>取り替えました</b>。|シーツ を <b>とりかえました</b>。|shi-tsu wo <b>torikaemashita</b>.|I changed the sheets.|sentence_4164.jpeg|sentence_4164.mp3
4165|2153|彼は時々妹を<b>からかいます</b>。|かれ は ときどき いもうと を <b>からかいます</b>。|kare ha tokidoki imouto wo <b>karakaimasu</b>.|He sometimes makes fun of his younger sister.|sentence_4165.jpeg|sentence_4165.mp3
4166|2154|食べ物の<b>好き嫌い</b>は特にありません。|たべもの の <b>すき きらい</b> は とくに ありません。|tabemono no <b>suki kirai</b> ha tokuni arimasen.|I have no particular likes or dislikes when it comes to food.|sentence_4166.jpeg|sentence_4166.mp3
4167|2155|今日は<b>蒸し暑い</b>ね。|きょう は <b>むしあつい</b> ね。|kyou ha <b>mushiatsui</b> ne.|It's hot and humid today.|sentence_4167.jpeg|sentence_4167.mp3
4168|2156|<b>支度</b>ができたら出かけましょう。|<b>したく</b> が できたら でかけましょう。|<b>shitaku</b> ga dekitara dekakemashou.|Let's go out when we are ready.|sentence_4168.jpeg|sentence_4168.mp3
4169|2157|外はもう<b>薄暗く</b>なりましたよ。|そと は もう <b>うすぐらく</b> なりました よ。|soto ha mou <b>usuguraku</b> narimashita yo.|It is already getting dark outside.|sentence_4169.jpeg|sentence_4169.mp3
4170|2158|<b>着替え</b>を旅行カバンに詰めたよ。|<b>きがえ</b> を りょこう カバン に つめた よ。|<b>kigae</b> wo ryokou kaban ni tsumeta yo.|I packed spare clothes in my travel bag.|sentence_4170.jpeg|sentence_4170.mp3
4171|2159|彼女は白い<b>ワンピース</b>を着ていたよ。|かのじょ は しろい <b>ワンピース</b> を きて いた よ。|kanojo ha shiroi <b>wanpi-su</b> wo kite ita yo.|She was wearing a white dress.|sentence_4171.jpeg|sentence_4171.mp3
4172|2160|<b>生年月日</b>を教えて。|<b>せいねんがっぴ</b> を おしえて。|<b>seinengappi</b> wo oshiete.|Please tell me your year and date of birth.|sentence_4172.jpeg|sentence_4172.mp3
4173|2161|<b>虫歯</b>が痛い。|<b>むしば</b> が いたい。|<b>mushiba</b> ga itai.|My cavity hurts.|sentence_4173.jpeg|sentence_4173.mp3
4174|2162|私は<b>留守番</b>の者です。|わたし は <b>るすばん</b> の もの です。|watashi ha <b>rusuban</b> no mono desu.|I'm looking after the house.|sentence_4174.jpeg|sentence_4174.mp3
4175|2163|母は<b>張り切って</b>お弁当を用意したの。|はは は <b>はりきって</b> おべんとう を ようい した の。|haha ha <b>harikitte</b> obentou wo youi shita no.|My mother went all out and made a lunch box.|sentence_4175.jpeg|sentence_4175.mp3
4176|2164|彼は時々<b>意地悪</b>な質問をするぜ。|かれ は ときどき <b>いじわる</b>な しつもん を する ぜ。|kare ha tokidoki <b>ijiwaru</b>na shitsumon wo suru ze.|He sometimes asks mean questions.|sentence_4176.jpeg|sentence_4176.mp3
4177|2165|あの子は<b>生意気</b>だと思います。|あの こ は <b>なまいき</b> だ と おもいます。|ano ko ha <b>namaiki</b> da to omoimasu.|I think that kid is quite cocky.|sentence_4177.jpeg|sentence_4177.mp3
4178|2166|メイドが<b>シーツ</b>を交換してくれたね。|メイド が <b>シーツ</b> を こうかん して くれた ね。|meido ga <b>shi-tsu</b> wo koukan shite kureta ne.|The maid changed the sheets.|sentence_4178.jpeg|sentence_4178.mp3
4179|2166|<b>シーツ</b>を取り替えました。|<b>シーツ</b> を とりかえました。|<b>shi-tsu</b> wo torikaemashita.|I changed the sheets.|sentence_4179.jpeg|sentence_4179.mp3
4180|2167|<b>フライパン</b>で目玉焼きを作ったよ。|<b>フライパン</b> で めだまやき を つくった よ。|<b>furaipan</b> de medamayaki wo tsukutta yo.|I made a sunny-side up egg in the frying pan.|sentence_4180.jpeg|sentence_4180.mp3
4181|2168|この学校では<b>一人一人</b>の生徒を大切にしているの。|この がっこう で は <b>ひとり ひとり</b> の せいと を たいせつ に して いる の。|kono gakkou de ha <b>hitori hitori</b> no seito wo taisetsu ni shite iru no.|Each and every student is valued at this school.|sentence_4181.jpeg|sentence_4181.mp3
4182|2169|知らない人が<b>話し掛けて</b>きた。|しらない ひと が <b>はなしかけて</b> きた。|shiranai hito ga <b>hanashikakete</b> kita.|A stranger came up and spoke to me.|sentence_4182.jpeg|sentence_4182.mp3
4183|2170|パトカーがバイクを<b>追いかけてる</b>ぞ。|パトカー が バイク を <b>おいかけてる</b> ぞ。|patoka- ga baiku wo <b>oikaketeru</b> zo.|A police car is chasing a motorcycle.|sentence_4183.jpeg|sentence_4183.mp3
4184|2171|<b>小指</b>を切ってしまいました。|<b>こゆび</b> を きって しまいました。|<b>koyubi</b> wo kitte shimaimashita.|I cut my little finger.|sentence_4184.jpeg|sentence_4184.mp3
4185|2172|新車は<b>ぴかぴか</b>ですね。|しんしゃ は <b>ぴかぴか</b> です ね。|shinsha ha <b>pikapika</b> desu ne.|The new car is really shiny.|sentence_4185.jpeg|sentence_4185.mp3
4186|2173|<b>中指</b>をドアに挟んでしまった。|<b>なかゆび</b> を ドア に はさんで しまった。|<b>nakayubi</b> wo doa ni hasande shimatta.|I caught my middle finger in the door.|sentence_4186.jpeg|sentence_4186.mp3
4187|2174|眠くて<b>まぶた</b>が重くなってきた。|ねむくて <b>まぶた</b> が おもく なって きた。|nemukute <b>mabuta</b> ga omoku natte kita.|My eyelids have gotten heavy because I'm sleepy.|sentence_4187.jpeg|sentence_4187.mp3
4188|2175|この計算は<b>面倒臭い</b>なあ。|この けいさん は <b>めんどうくさい</b> なあ。|kono keisan ha <b>mendoukusai</b> naa.|This calculation is troublesome.|sentence_4188.jpeg|sentence_4188.mp3
4189|2176|今、野菜を<b>ゆでて</b>います。|いま、やさい を <b>ゆでて</b> います。|ima,yasai wo <b>yudete</b> imasu.|I'm boiling some vegetables now.|sentence_4189.jpeg|sentence_4189.mp3
4190|2177|<b>できるだけ</b>早く来てください。|<b>できる だけ</b> はやく きて ください。|<b>dekiru dake</b> hayaku kite kudasai.|Please come as soon as possible.|sentence_4190.jpeg|sentence_4190.mp3
4191|2178|<b>もしかしたら</b>来年転勤になるかもしれない。|<b>もしか したら</b> らいねん てんきん に なる かも しれない。|<b>moshika shitara</b> rainen tenkin ni naru kamo shirenai.|It's possible that I might get transferred next year.|sentence_4191.jpeg|sentence_4191.mp3
4192|2179|<b>いつまでも</b>あなたを忘れません。|<b>いつまでも</b>  あなた を わすれません。|<b>itsumademo</b>  anata wo wasuremasen.|I will never forget you.|sentence_4192.jpeg|sentence_4192.mp3
4193|2180|夏の日差しが<b>まぶしかった</b>よ。|なつ の ひざし が <b>まぶしかった</b> よ。|natsu no hizashi ga <b>mabushikatta</b> yo.|Summer sunlight was dazzling.|sentence_4193.jpeg|sentence_4193.mp3
4194|2181|今日の<b>おやつ</b>はプリンだった。|きょう の <b>おやつ</b> は プリン だった。|kyou no <b>oyatsu</b> ha purin datta.|Today's snack was a pudding.|sentence_4194.jpeg|sentence_4194.mp3
4195|2182|僕の財布は<b>空っぽ</b>だよ。|ぼく の さいふ は <b>からっぽ</b> だ よ。|boku no saifu ha <b>karappo</b> da yo.|My wallet is empty.|sentence_4195.jpeg|sentence_4195.mp3
4196|2183|彼は<b>ぶつぶつ</b>と独り言を言ったんだ。|かれ は <b>ぶつぶつ</b> と ひとりごと を いった ん だ。|kare ha <b>butsubutsu</b> to hitorigoto wo itta n da.|He mumbled to himself.|sentence_4196.jpeg|sentence_4196.mp3
4197|2184|言いたいことを言ったら胸が<b>すっと</b>した。|いいたい こと を いったら むね が <b>すっと</b> した。|iitai koto wo ittara mune ga <b>sutto</b> shita.|I felt satisfied after saying what I wanted to say.|sentence_4197.jpeg|sentence_4197.mp3
4198|2185|何て<b>図々しい</b>人なんだろう。|なんて <b>ずうずうしい</b> ひと なんだろう。|nante <b>zuuzuushii</b> hito nandarou.|What a cheeky fellow!|sentence_4198.jpeg|sentence_4198.mp3
4199|2186|彼女は<b>にっこり</b>ほほえんだ。|かのじょ は <b>にっこり</b> ほほえんだ。|kanojo ha <b>nikkori</b> hohoenda.|She had a bright smile on her face.|sentence_4199.jpeg|sentence_4199.mp3
4200|2187|彼は金持ちだけど、<b>けち</b>ね。|かれ は かねもち だ けど、<b>けち</b> ね。|kare ha kanemochi da kedo,<b>kechi</b> ne.|He is rich but stingy.|sentence_4200.jpeg|sentence_4200.mp3
4201|2188|駅でようやく彼に<b>追いつきました</b>。|えき で ようやく かれ に <b>おいつきました</b> 。|eki de youyaku kare ni <b>oitsukimashita</b> .|I finally caught up with him at the station.|sentence_4201.jpeg|sentence_4201.mp3
4202|2189|風邪で<b>くしゃみ</b>が止まりません。|かぜ で <b>くしゃみ</b> が とまりません。|kaze de <b>kushami</b> ga tomarimasen.|I can't stop sneezing because of my cold.|sentence_4202.jpeg|sentence_4202.mp3
4203|2190|お茶がとても熱かったので<b>冷まして</b>から飲んだの。|おちゃ が とても あつかった ので <b>さまして</b> から のんだ の。|ocha ga totemo atsukatta node <b>samashite</b> kara nonda no.|Because the tea was very hot, I let it cool before I drank it.|sentence_4203.jpeg|sentence_4203.mp3
4204|2191|<b>だらしない</b>格好をしないでください。|<b>だらしない</b> かっこう を しないで ください。|<b>darashinai</b> kakkou wo shinaide kudasai.|Please don't dress sloppily.|sentence_4204.jpeg|sentence_4204.mp3
4205|2192|子供を<b>甘やかして</b>はいけないの。|こども を <b>あまやかして</b> は いけない の。|kodomo wo <b>amayakashite</b> ha ikenai no.|You must not spoil your children.|sentence_4205.jpeg|sentence_4205.mp3
4206|2193|彼女は朝から<b>いらいら</b>している。|かのじょ は あさ から <b>いらいら</b> して いる。|kanojo ha asa kara <b>iraira</b> shite iru.|She's been feeling irritated since this morning.|sentence_4206.jpeg|sentence_4206.mp3
4207|2194|彼女は<b>薬指</b>に指輪をはめています。|かのじょ は <b>くすりゆび</b> に ゆびわ を はめて います。|kanojo ha <b>kusuriyubi</b> ni yubiwa wo hamete imasu.|She has a ring on her ring finger.|sentence_4207.jpeg|sentence_4207.mp3
4208|2195|車は雪道を<b>のろのろ</b>と走ったの。|くるま は ゆきみち を <b>のろのろ</b> と はしった の。|kuruma ha yukimichi wo <b>noronoro</b> to hashitta no.|The car drove very slowly on the snowy road.|sentence_4208.jpeg|sentence_4208.mp3
4209|2196|話の<b>ポイント</b>を書き取った。|はなし の <b>ポイント</b> を かきとった 。|hanashi no <b>pointo</b> wo kakitotta .|I wrote down the main points of what was said.|sentence_4209.jpg|sentence_4209.mp3
4210|2196|先生が授業の<b>ポイント</b>を黒板に書いた。|せんせい が じゅぎょう の <b>ポイント</b> を こくばん に かいた。|sensei ga jugyou no <b>pointo</b> wo kokuban ni kaita.|The teacher wrote the points of the class on the blackboard.||sentence_4210.mp3
4211|2197|そこは<b>工業</b>都市だ。|そこ は <b>こうぎょう</b> とし だ。|soko ha <b>kougyou</b> toshi da.|It's an industrial city.|sentence_4211.jpeg|sentence_4211.mp3
4212|2198|この建物の<b>構造</b>は複雑です。|この たてもの の <b>こうぞう</b> は ふくざつ です。|kono tatemono no <b>kouzou</b> ha fukuzatsu desu.|The structure of this building is complex.|sentence_4212.jpeg|sentence_4212.mp3
4213|2199|すごいな、<b>さすが</b>だね。|すごい な、<b>さすが</b> だ ね。|sugoi na,<b>sasuga</b> da ne.|You are great just as I expected.|sentence_4213.jpeg|sentence_4213.mp3
4214|2200|彼はソファーで<b>居眠り</b>をしているよ。|かれ は ソファー で <b>いねむり</b> を して いる よ。|kare ha sofa- de <b>inemuri</b> wo shite iru yo.|He is dozing on the sofa.|sentence_4214.jpeg|sentence_4214.mp3
4215|2201|部屋を<b>散らかさないで</b>ください。|へや を <b>ちらかさないで</b> ください。|heya wo <b>chirakasanaide</b> kudasai.|Please don't make a mess in the room.|sentence_4215.jpeg|sentence_4215.mp3
4216|2202|携帯電話を水で<b>濡らして</b>しまったんだ。|けいたい でんわ を みず で <b>ぬらして</b> しまった んだ。|keitai denwa wo mizu de <b>nurashite</b> shimatta nda.|I got my cell phone wet.|sentence_4216.jpeg|sentence_4216.mp3
4217|2203|ミーティングの<b>日にち</b>を間違えました。|ミーティング の <b>ひにち</b> を まちがえました。|mi-tingu no <b>hinichi</b> wo machigaemashita.|I mistook the date of the meeting.|sentence_4217.jpeg|sentence_4217.mp3
4218|2203|みんなに会議の<b>日にち</b>を知らせた。|みんな に かいぎ の <b>ひにち</b> を しらせた 。|minna ni kaigi no <b>hinichi</b> wo shiraseta .|I informed everyone of the day of the meeting.|sentence_4218.jpg|sentence_4218.mp3
4219|2204|動物を<b>いじめて</b>はいけません。|どうぶつ を <b>いじめて</b> は いけません。|doubutsu wo <b>ijimete</b> ha ikemasen.|Don't abuse animals.|sentence_4219.jpeg|sentence_4219.mp3
4220|2205|暗いので<b>足下</b>に気を付けてください。|くらい ので <b>あしもと</b> に きをつけて ください。|kurai node <b>ashimoto</b> ni kiwotsukete kudasai.|Please watch your step in the dark.|sentence_4220.jpeg|sentence_4220.mp3
4221|2206|<b>うさぎ</b>とかめの話を知っていますか。|<b>うさぎ</b> と かめ の はなし を しって います か。|<b>usagi</b> to kame no hanashi wo shitte imasu ka.|Do you know the story of the tortoise and the hare?|sentence_4221.jpeg|sentence_4221.mp3
4222|2207|日本の制服は<b>紺</b>が多いね。|にっぽん の せいふく は <b>こん</b> が おおい ね。|nippon no seifuku ha <b>kon</b> ga ooi ne.|Many school uniforms in Japan are navy blue.|sentence_4222.jpeg|sentence_4222.mp3
4223|2208|彼の運転は<b>目茶苦茶</b>です。|かれ の うんてん は <b>めちゃくちゃ</b> です。|kare no unten ha <b>mechakucha</b> desu.|His driving is awful.|sentence_4223.jpeg|sentence_4223.mp3
4224|2209|ここは<b>立ち入り禁止</b>です。|ここ は <b>たちいり きんし</b> です。|koko ha <b>tachiiri kinshi</b> desu.|No trespassing here.|sentence_4224.jpeg|sentence_4224.mp3
4225|2210|あの飛行機は<b>間もなく</b>着陸しますね。|あの ひこうき は <b>まもなく</b> ちゃくりく します ね。|ano hikouki ha <b>mamonaku</b> chakuriku shimasu ne.|That airplane will be landing in a short time.|sentence_4225.jpeg|sentence_4225.mp3
4226|2211|銀行の<b>通帳</b>を持ってきてください。|ぎんこう の <b>つうちょう</b> を もって きて ください。|ginkou no <b>tsuuchou</b> wo motte kite kudasai.|Please bring your bank book.|sentence_4226.jpeg|sentence_4226.mp3
4227|2212|足が<b>しびれた</b>。|あし が <b>しびれた</b>。|ashi ga <b>shibireta</b>.|My foot went numb.|sentence_4227.jpeg|sentence_4227.mp3
4228|2213|この箱には<b>ぎっしり</b>物が詰まっています。|この はこ に は <b>ぎっしり</b> もの が つまって います。|kono hako ni ha <b>gisshiri</b> mono ga tsumatte imasu.|This box is tightly packed with stuff.|sentence_4228.jpeg|sentence_4228.mp3
4229|2214|冬はまめに<b>うがい</b>をします。|ふゆ は まめ に <b>うがい</b> を します。|fuyu ha mame ni <b>ugai</b> wo shimasu.|I gargle a lot in winter.|sentence_4229.jpeg|sentence_4229.mp3
4230|2215|彼は名案を<b>思いついた</b>の。|かれ は めいあん を <b>おもいついた</b> の 。|kare ha meian wo <b>omoitsuita</b> no .|He hit on a good idea.|sentence_4230.jpeg|sentence_4230.mp3
4231|2216|手紙に<b>宛名</b>を書き込んだよ。|てがみ に <b>あてな</b> を かきこんだ よ。|tegami ni <b>atena</b> wo kakikonda yo.|I filled in the name of the addressee on the letter.|sentence_4231.jpeg|sentence_4231.mp3
4232|2217|この皿を<b>戸棚</b>にしまってください。|この さら を <b>とだな</b> に しまって ください。|kono sara wo <b>todana</b> ni shimatte kudasai.|Please put away this plate in the cupboard.|sentence_4232.jpeg|sentence_4232.mp3
4233|2218|シチューが<b>焦げた</b>よ。|シチュー が <b>こげた</b> よ。|shichu- ga <b>kogeta</b> yo.|The stew burnt.|sentence_4233.jpeg|sentence_4233.mp3
4234|2219|背中をお母さんに<b>かいて</b>もらったの。|せなか を おかあさん に <b>かいて</b> もらった の。|senaka wo okaasan ni <b>kaite</b> moratta no.|I had my mother scratch my back.|sentence_4234.jpeg|sentence_4234.mp3
4235|2220|彼は<b>威張って</b>なんかいません。|かれ は <b>いばって</b> なんか いません。|kare ha <b>ibatte</b> nanka imasen.|He's not arrogant.|sentence_4235.jpeg|sentence_4235.mp3
4236|2221|私は<b>人混み</b>が好きではありません。|わたし は <b>ひとごみ</b> が すき では ありません。|watashi ha <b>hitogomi</b> ga suki deha arimasen.|I don't like crowds.|sentence_4236.jpeg|sentence_4236.mp3
4237|2222|玄関に靴が<b>ずらり</b>と並んでいたな。|げんかん に くつ が <b>ずらり</b> と ならんで いた な。|genkan ni kutsu ga <b>zurari</b> to narande ita na.|Shoes were lined up in the doorway.|sentence_4237.jpeg|sentence_4237.mp3
4238|2223|カラオケで<b>思い切り</b>歌ったの。|カラオケ で <b>おもいきり</b> うたった の。|karaoke de <b>omoikiri</b> utatta no.|I sang karaoke to my heart's content.|sentence_4238.jpeg|sentence_4238.mp3
4239|2224|彼女は<b>青白い</b>顔をしているね。|かのじょ は <b>あおじろい</b> かお を して いる ね。|kanojo ha <b>aojiroi</b> kao wo shite iru ne.|Her face is pale.|sentence_4239.jpeg|sentence_4239.mp3
4240|2225|お年寄りが道端に<b>しゃがんで</b>いますね。|おとしより が みちばた に <b>しゃがんで</b> います ね。|otoshiyori ga michibata ni <b>shagande</b> imasu ne.|An elderly person is squatting down on the side of the road.|sentence_4240.jpeg|sentence_4240.mp3
4241|2226|先生にそんな<b>言葉遣い</b>をしてはいけません。|せんせい に そんな <b>ことばづかい</b> を して は いけません。|sensei ni sonna <b>kotobazukai</b> wo shite ha ikemasen.|Do not speak to your teacher like that.|sentence_4241.jpeg|sentence_4241.mp3
4242|2227|その店を<b>通り掛かったら</b>バーゲンをやっていた。|その みせ を <b>とおりかかったら</b> バーゲン を やって いた。|sono mise wo <b>toorikakattara</b> ba-gen wo yatte ita.|When I happened to pass the shop they were having a sale.|sentence_4242.jpeg|sentence_4242.mp3
4243|2228|長いこと<b>御無沙汰</b>いたしました。|ながい こと <b>ごぶさた</b> いたしました。|nagai koto <b>gobusata</b> itashimashita.|I have been out of touch with you for a long time.|sentence_4243.jpeg|sentence_4243.mp3
4244|2229|海外<b>市場</b>の動きを確認してください。|かいがい <b>しじょう</b> の うごき を かくにん して ください。|kaigai <b>shijou</b> no ugoki wo kakunin shite kudasai.|Please check the behavior of overseas markets.|sentence_4244.jpeg|sentence_4244.mp3
4245|2229|その商品は<b>市場</b>に出せません。|その しょうひん は <b>しじょう</b> に だせません。|sono shouhin ha <b>shijou</b> ni dasemasen.|We can't bring the product to the market.||sentence_4245.mp3
4246|2230|去年の<b>データ</b>を見せてください。|きょねん の <b>データ</b> を みせて ください。|kyonen no <b>de-ta</b> wo misete kudasai.|Please show me last year's data.|sentence_4246.jpeg|sentence_4246.mp3
4247|2231|入学式のあと、教科書を<b>購入</b>してください。|にゅうがく しき の あと、きょうかしょ を <b>こうにゅう</b> して ください。|nyuugaku shiki no ato,kyoukasho wo <b>kounyuu</b> shite kudasai.|Please buy the textbooks after the entrance ceremony.|sentence_4247.jpeg|sentence_4247.mp3
4248|2232|彼は<b>ビジネス</b>で大成功を収めたな。|かれ は <b>ビジネス</b> で だい せいこう を おさめた な。|kare ha <b>bijinesu</b> de dai seikou wo osameta na.|He achieved great success in business.|sentence_4248.jpeg|sentence_4248.mp3
